epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g),file_num,person,activity
1582746071786,2020-02-26T14.41.11.786,29.970,-0.491,-0.693,-0.010,14,Sabrina,deadlift
1582746071866,2020-02-26T14.41.11.866,30.050,-0.925,-0.873,-0.019,14,Sabrina,deadlift
1582746071946,2020-02-26T14.41.11.946,30.130,-0.698,-0.892,-0.031,14,Sabrina,deadlift
1582746072025,2020-02-26T14.41.12.025,30.209,-0.382,-0.930,-0.010,14,Sabrina,deadlift
1582746072104,2020-02-26T14.41.12.104,30.288,-0.479,-0.864,-0.001,14,Sabrina,deadlift
1582746072185,2020-02-26T14.41.12.185,30.369,-0.588,-0.739,-0.045,14,Sabrina,deadlift
1582746072264,2020-02-26T14.41.12.264,30.448,-1.013,-1.366,0.077,14,Sabrina,deadlift
1582746072345,2020-02-26T14.41.12.345,30.529,-0.764,-1.131,0.070,14,Sabrina,deadlift
1582746072424,2020-02-26T14.41.12.424,30.608,-0.538,-1.089,-0.009,14,Sabrina,deadlift
1582746072504,2020-02-26T14.41.12.504,30.688,-0.516,-1.092,0.013,14,Sabrina,deadlift
1582746072583,2020-02-26T14.41.12.583,30.767,-0.474,-1.014,-0.004,14,Sabrina,deadlift
1582746072662,2020-02-26T14.41.12.662,30.846,-0.573,-0.899,0.001,14,Sabrina,deadlift
1582746072743,2020-02-26T14.41.12.743,30.927,-0.485,-0.909,0.001,14,Sabrina,deadlift
1582746072822,2020-02-26T14.41.12.822,31.006,-0.377,-0.851,0.000,14,Sabrina,deadlift
1582746072903,2020-02-26T14.41.12.903,31.087,-0.340,-0.623,-0.009,14,Sabrina,deadlift
1582746072982,2020-02-26T14.41.12.982,31.166,-0.372,-0.355,-0.022,14,Sabrina,deadlift
1582746073061,2020-02-26T14.41.13.061,31.245,-0.191,-0.614,-0.026,14,Sabrina,deadlift
1582746073141,2020-02-26T14.41.13.141,31.325,-0.081,-1.016,0.004,14,Sabrina,deadlift
1582746073221,2020-02-26T14.41.13.221,31.405,-0.096,-0.938,-0.018,14,Sabrina,deadlift
1582746073301,2020-02-26T14.41.13.301,31.485,-0.134,-0.605,-0.017,14,Sabrina,deadlift
1582746073380,2020-02-26T14.41.13.380,31.564,-0.234,-0.621,-0.016,14,Sabrina,deadlift
1582746073461,2020-02-26T14.41.13.461,31.645,-0.452,-0.859,-0.012,14,Sabrina,deadlift
1582746073540,2020-02-26T14.41.13.540,31.724,-0.537,-1.054,0.000,14,Sabrina,deadlift
1582746073619,2020-02-26T14.41.13.619,31.803,-0.227,-1.038,-0.011,14,Sabrina,deadlift
1582746073700,2020-02-26T14.41.13.700,31.884,-0.047,-1.093,0.001,14,Sabrina,deadlift
1582746073779,2020-02-26T14.41.13.779,31.963,-0.118,-1.009,-0.014,14,Sabrina,deadlift
1582746073859,2020-02-26T14.41.13.859,32.043,-0.247,-1.060,-0.022,14,Sabrina,deadlift
1582746073938,2020-02-26T14.41.13.938,32.122,-0.547,-1.922,0.056,14,Sabrina,deadlift
1582746074017,2020-02-26T14.41.14.017,32.201,-0.140,-1.046,0.032,14,Sabrina,deadlift
1582746074098,2020-02-26T14.41.14.098,32.282,-0.078,-1.267,0.034,14,Sabrina,deadlift
1582746074258,2020-02-26T14.41.14.258,32.442,-0.144,-1.082,0.008,14,Sabrina,deadlift
1582746074337,2020-02-26T14.41.14.337,32.521,-0.166,-1.050,-0.010,14,Sabrina,deadlift
1582746074417,2020-02-26T14.41.14.417,32.601,-0.086,-1.069,0.006,14,Sabrina,deadlift
1582746074496,2020-02-26T14.41.14.496,32.680,-0.037,-0.931,-0.005,14,Sabrina,deadlift
1582746074576,2020-02-26T14.41.14.576,32.760,-0.104,-0.584,0.001,14,Sabrina,deadlift
1582746074656,2020-02-26T14.41.14.656,32.840,-0.304,-0.391,-0.027,14,Sabrina,deadlift
1582746074735,2020-02-26T14.41.14.735,32.919,0.045,-0.761,0.013,14,Sabrina,deadlift
1582746074816,2020-02-26T14.41.14.816,33.000,0.187,-0.980,0.027,14,Sabrina,deadlift
1582746074895,2020-02-26T14.41.14.895,33.079,0.067,-0.654,0.012,14,Sabrina,deadlift
1582746074974,2020-02-26T14.41.14.974,33.158,0.001,-0.594,-0.009,14,Sabrina,deadlift
1582746075134,2020-02-26T14.41.15.134,33.318,-0.064,-1.114,0.027,14,Sabrina,deadlift
1582746075214,2020-02-26T14.41.15.214,33.398,-0.081,-1.098,0.014,14,Sabrina,deadlift
1582746075293,2020-02-26T14.41.15.293,33.477,0.009,-1.084,0.004,14,Sabrina,deadlift
1582746075374,2020-02-26T14.41.15.374,33.558,-0.018,-1.183,0.003,14,Sabrina,deadlift
1582746075453,2020-02-26T14.41.15.453,33.637,-0.281,-1.869,0.029,14,Sabrina,deadlift
1582746075532,2020-02-26T14.41.15.532,33.716,0.024,-1.167,-0.131,14,Sabrina,deadlift
1582746075613,2020-02-26T14.41.15.613,33.797,-0.097,-1.227,0.117,14,Sabrina,deadlift
1582746075692,2020-02-26T14.41.15.692,33.876,0.076,-1.249,0.031,14,Sabrina,deadlift
1582746075772,2020-02-26T14.41.15.772,33.956,0.034,-1.166,0.017,14,Sabrina,deadlift
1582746075851,2020-02-26T14.41.15.851,34.035,-0.065,-1.079,0.025,14,Sabrina,deadlift
1582746075932,2020-02-26T14.41.15.932,34.116,-0.051,-1.045,0.025,14,Sabrina,deadlift
1582746076011,2020-02-26T14.41.16.011,34.195,-0.042,-0.885,0.012,14,Sabrina,deadlift
1582746076090,2020-02-26T14.41.16.090,34.274,-0.188,-0.591,0.009,14,Sabrina,deadlift
1582746076171,2020-02-26T14.41.16.171,34.355,-0.309,-0.464,-0.042,14,Sabrina,deadlift
1582746076250,2020-02-26T14.41.16.250,34.434,0.079,-0.799,0.037,14,Sabrina,deadlift
1582746076330,2020-02-26T14.41.16.330,34.514,0.171,-0.954,0.010,14,Sabrina,deadlift
1582746076409,2020-02-26T14.41.16.409,34.593,0.057,-0.748,0.022,14,Sabrina,deadlift
1582746076489,2020-02-26T14.41.16.489,34.673,-0.035,-0.569,0.000,14,Sabrina,deadlift
1582746076569,2020-02-26T14.41.16.569,34.753,-0.147,-0.787,0.014,14,Sabrina,deadlift
1582746076648,2020-02-26T14.41.16.648,34.832,-0.438,-1.175,0.004,14,Sabrina,deadlift
1582746076729,2020-02-26T14.41.16.729,34.913,-0.215,-1.146,-0.010,14,Sabrina,deadlift
1582746076808,2020-02-26T14.41.16.808,34.992,0.034,-1.036,0.011,14,Sabrina,deadlift
1582746076888,2020-02-26T14.41.16.888,35.072,-0.132,-1.037,0.004,14,Sabrina,deadlift
1582746076968,2020-02-26T14.41.16.968,35.152,-0.241,-0.987,-0.027,14,Sabrina,deadlift
1582746077047,2020-02-26T14.41.17.047,35.231,-0.497,-1.890,-0.034,14,Sabrina,deadlift
1582746077127,2020-02-26T14.41.17.127,35.311,-0.244,-1.184,0.042,14,Sabrina,deadlift
1582746077206,2020-02-26T14.41.17.206,35.390,-0.086,-1.304,0.062,14,Sabrina,deadlift
1582746077287,2020-02-26T14.41.17.287,35.471,-0.069,-1.201,0.013,14,Sabrina,deadlift
1582746077366,2020-02-26T14.41.17.366,35.550,-0.132,-1.116,0.014,14,Sabrina,deadlift
1582746077447,2020-02-26T14.41.17.447,35.631,-0.198,-1.051,0.014,14,Sabrina,deadlift
1582746077526,2020-02-26T14.41.17.526,35.710,-0.045,-1.042,0.019,14,Sabrina,deadlift
1582746077605,2020-02-26T14.41.17.605,35.789,-0.001,-0.914,0.016,14,Sabrina,deadlift
1582746077685,2020-02-26T14.41.17.685,35.869,-0.028,-0.620,-0.003,14,Sabrina,deadlift
1582746077764,2020-02-26T14.41.17.764,35.948,-0.198,-0.445,-0.017,14,Sabrina,deadlift
1582746077845,2020-02-26T14.41.17.845,36.029,0.023,-0.673,-0.015,14,Sabrina,deadlift
1582746077924,2020-02-26T14.41.17.924,36.108,0.221,-0.937,0.011,14,Sabrina,deadlift
1582746078003,2020-02-26T14.41.18.003,36.187,0.145,-0.692,0.014,14,Sabrina,deadlift
1582746078084,2020-02-26T14.41.18.084,36.268,0.091,-0.607,0.002,14,Sabrina,deadlift
1582746078323,2020-02-26T14.41.18.323,36.507,0.051,-1.110,0.026,14,Sabrina,deadlift
1582746078403,2020-02-26T14.41.18.403,36.587,0.107,-1.090,0.020,14,Sabrina,deadlift
1582746078482,2020-02-26T14.41.18.482,36.666,0.027,-1.413,0.034,14,Sabrina,deadlift
1582746078561,2020-02-26T14.41.18.561,36.745,-0.335,-1.570,-0.050,14,Sabrina,deadlift
1582746078642,2020-02-26T14.41.18.642,36.826,0.170,-1.194,-0.041,14,Sabrina,deadlift
1582746078721,2020-02-26T14.41.18.721,36.905,0.129,-1.239,0.097,14,Sabrina,deadlift
1582746078802,2020-02-26T14.41.18.802,36.986,0.135,-1.120,0.035,14,Sabrina,deadlift
1582746078881,2020-02-26T14.41.18.881,37.065,0.065,-1.088,0.035,14,Sabrina,deadlift
1582746078961,2020-02-26T14.41.18.961,37.145,0.016,-1.063,-0.004,14,Sabrina,deadlift
1582746079040,2020-02-26T14.41.19.040,37.224,0.054,-1.023,0.024,14,Sabrina,deadlift
1582746079200,2020-02-26T14.41.19.200,37.384,-0.035,-0.669,0.010,14,Sabrina,deadlift
1582746079279,2020-02-26T14.41.19.279,37.463,-0.206,-0.511,-0.027,14,Sabrina,deadlift
1582746079360,2020-02-26T14.41.19.360,37.544,0.057,-0.720,0.011,14,Sabrina,deadlift
1582746079439,2020-02-26T14.41.19.439,37.623,0.179,-0.885,0.019,14,Sabrina,deadlift
1582746079519,2020-02-26T14.41.19.519,37.703,0.076,-0.639,0.016,14,Sabrina,deadlift
1582746079598,2020-02-26T14.41.19.598,37.782,0.032,-0.710,0.001,14,Sabrina,deadlift
1582746079678,2020-02-26T14.41.19.678,37.862,-0.002,-0.957,0.004,14,Sabrina,deadlift
1582746079758,2020-02-26T14.41.19.758,37.942,-0.083,-1.089,0.014,14,Sabrina,deadlift
1582746079837,2020-02-26T14.41.19.837,38.021,-0.155,-1.072,0.018,14,Sabrina,deadlift
1582746079918,2020-02-26T14.41.19.918,38.102,-0.170,-1.085,0.008,14,Sabrina,deadlift
1582746079997,2020-02-26T14.41.19.997,38.181,-0.254,-1.181,-0.011,14,Sabrina,deadlift
1582746080076,2020-02-26T14.41.20.076,38.260,-0.355,-1.857,0.042,14,Sabrina,deadlift
1582746080157,2020-02-26T14.41.20.157,38.341,-0.111,-1.146,0.012,14,Sabrina,deadlift
1582746080236,2020-02-26T14.41.20.236,38.420,-0.171,-1.244,0.078,14,Sabrina,deadlift
1582746080316,2020-02-26T14.41.20.316,38.500,-0.117,-1.111,0.003,14,Sabrina,deadlift
1582746080395,2020-02-26T14.41.20.395,38.579,-0.132,-1.042,0.001,14,Sabrina,deadlift
1582746080474,2020-02-26T14.41.20.474,38.658,-0.124,-1.053,0.019,14,Sabrina,deadlift
1582746080634,2020-02-26T14.41.20.634,38.818,-0.107,-0.943,-0.016,14,Sabrina,deadlift
1582746080715,2020-02-26T14.41.20.715,38.899,-0.089,-0.778,-0.013,14,Sabrina,deadlift
1582746080794,2020-02-26T14.41.20.794,38.978,-0.213,-0.593,-0.011,14,Sabrina,deadlift
1582746080874,2020-02-26T14.41.20.874,39.058,-0.086,-0.628,-0.016,14,Sabrina,deadlift
1582746080953,2020-02-26T14.41.20.953,39.137,0.143,-0.908,0.015,14,Sabrina,deadlift
1582746081033,2020-02-26T14.41.21.033,39.217,0.107,-0.801,-0.005,14,Sabrina,deadlift
1582746081113,2020-02-26T14.41.21.113,39.297,0.024,-0.588,-0.020,14,Sabrina,deadlift
1582746081192,2020-02-26T14.41.21.192,39.376,-0.016,-0.733,-0.022,14,Sabrina,deadlift
1582746081273,2020-02-26T14.41.21.273,39.457,-0.099,-1.159,-0.029,14,Sabrina,deadlift
1582746081352,2020-02-26T14.41.21.352,39.536,-0.299,-1.274,-0.011,14,Sabrina,deadlift
1582746081431,2020-02-26T14.41.21.431,39.615,0.043,-1.075,0.021,14,Sabrina,deadlift
1582746081512,2020-02-26T14.41.21.512,39.696,0.023,-1.054,0.011,14,Sabrina,deadlift
1582746081591,2020-02-26T14.41.21.591,39.775,-0.023,-1.089,0.000,14,Sabrina,deadlift
1582746081671,2020-02-26T14.41.21.671,39.855,-0.146,-1.613,0.074,14,Sabrina,deadlift
1582746081750,2020-02-26T14.41.21.750,39.934,-0.106,-1.220,-0.016,14,Sabrina,deadlift
1582746081829,2020-02-26T14.41.21.829,40.013,0.014,-1.266,-0.000,14,Sabrina,deadlift
1582746081910,2020-02-26T14.41.21.910,40.094,-0.032,-1.218,0.052,14,Sabrina,deadlift
1582746081989,2020-02-26T14.41.21.989,40.173,-0.090,-1.103,-0.007,14,Sabrina,deadlift
1582746082070,2020-02-26T14.41.22.070,40.254,-0.108,-1.114,0.007,14,Sabrina,deadlift
1582746082149,2020-02-26T14.41.22.149,40.333,-0.123,-1.040,0.009,14,Sabrina,deadlift
1582746082228,2020-02-26T14.41.22.228,40.412,-0.093,-0.959,0.035,14,Sabrina,deadlift
1582746082308,2020-02-26T14.41.22.308,40.492,-0.098,-0.785,0.026,14,Sabrina,deadlift
1582746082468,2020-02-26T14.41.22.468,40.652,-0.130,-0.641,-0.003,14,Sabrina,deadlift
1582746082547,2020-02-26T14.41.22.547,40.731,0.031,-0.808,0.012,14,Sabrina,deadlift
1582746082628,2020-02-26T14.41.22.628,40.812,0.081,-0.825,0.013,14,Sabrina,deadlift
1582746082707,2020-02-26T14.41.22.707,40.891,0.006,-0.631,0.000,14,Sabrina,deadlift
1582746082786,2020-02-26T14.41.22.786,40.970,-0.052,-0.692,-0.009,14,Sabrina,deadlift
1582746082867,2020-02-26T14.41.22.867,41.051,-0.106,-1.005,0.012,14,Sabrina,deadlift
1582746082946,2020-02-26T14.41.22.946,41.130,-0.268,-1.168,0.001,14,Sabrina,deadlift
1582746083026,2020-02-26T14.41.23.026,41.210,-0.162,-1.059,0.013,14,Sabrina,deadlift
1582746083105,2020-02-26T14.41.23.105,41.289,-0.112,-1.022,0.009,14,Sabrina,deadlift
1582746083184,2020-02-26T14.41.23.184,41.368,-0.156,-1.069,0.003,14,Sabrina,deadlift
1582746083265,2020-02-26T14.41.23.265,41.449,-0.305,-1.456,0.037,14,Sabrina,deadlift
1582746083344,2020-02-26T14.41.23.344,41.528,-0.292,-1.616,0.001,14,Sabrina,deadlift
1582746083425,2020-02-26T14.41.23.425,41.609,-0.154,-1.142,0.054,14,Sabrina,deadlift
1582746083504,2020-02-26T14.41.23.504,41.688,-0.197,-1.184,0.054,14,Sabrina,deadlift
1582746083583,2020-02-26T14.41.23.583,41.767,-0.187,-1.083,0.004,14,Sabrina,deadlift
1582746083663,2020-02-26T14.41.23.663,41.847,-0.216,-1.064,0.022,14,Sabrina,deadlift
1582746083742,2020-02-26T14.41.23.742,41.926,-0.236,-1.020,0.007,14,Sabrina,deadlift
1582746083823,2020-02-26T14.41.23.823,42.007,-0.228,-0.962,0.017,14,Sabrina,deadlift
1582746083902,2020-02-26T14.41.23.902,42.086,-0.215,-0.827,-0.001,14,Sabrina,deadlift
1582746083983,2020-02-26T14.41.23.983,42.167,-0.242,-0.653,0.006,14,Sabrina,deadlift
1582746084062,2020-02-26T14.41.24.062,42.246,-0.139,-0.554,0.003,14,Sabrina,deadlift
1582746084141,2020-02-26T14.41.24.141,42.325,-0.061,-0.663,0.017,14,Sabrina,deadlift
1582746084221,2020-02-26T14.41.24.221,42.405,-0.024,-0.880,0.015,14,Sabrina,deadlift
1582746084301,2020-02-26T14.41.24.301,42.485,-0.053,-0.784,-0.039,14,Sabrina,deadlift
1582746084381,2020-02-26T14.41.24.381,42.565,-0.093,-0.644,-0.010,14,Sabrina,deadlift
1582746084460,2020-02-26T14.41.24.460,42.644,-0.225,-0.882,0.001,14,Sabrina,deadlift
1582746084539,2020-02-26T14.41.24.539,42.723,-0.557,-1.188,0.001,14,Sabrina,deadlift
1582746084620,2020-02-26T14.41.24.620,42.804,-0.316,-1.074,-0.019,14,Sabrina,deadlift
1582746084699,2020-02-26T14.41.24.699,42.883,-0.031,-1.002,0.012,14,Sabrina,deadlift
1582746084780,2020-02-26T14.41.24.780,42.964,-0.110,-1.016,0.001,14,Sabrina,deadlift
1582746084859,2020-02-26T14.41.24.859,43.043,-0.190,-1.012,-0.016,14,Sabrina,deadlift
1582746084939,2020-02-26T14.41.24.939,43.123,-0.362,-1.382,0.062,14,Sabrina,deadlift
1582746085018,2020-02-26T14.41.25.018,43.202,-0.388,-1.325,0.001,14,Sabrina,deadlift
1582746085097,2020-02-26T14.41.25.097,43.281,-0.266,-1.181,0.008,14,Sabrina,deadlift
1582746085178,2020-02-26T14.41.25.178,43.362,-0.238,-1.181,0.040,14,Sabrina,deadlift
1582746085257,2020-02-26T14.41.25.257,43.441,-0.259,-1.025,-0.022,14,Sabrina,deadlift
1582746085338,2020-02-26T14.41.25.338,43.522,-0.296,-0.983,-0.000,14,Sabrina,deadlift
1582746085417,2020-02-26T14.41.25.417,43.601,-0.319,-0.958,-0.013,14,Sabrina,deadlift
1582746085496,2020-02-26T14.41.25.496,43.680,-0.327,-0.932,0.000,14,Sabrina,deadlift
1582746085656,2020-02-26T14.41.25.656,43.840,-0.295,-0.857,-0.019,14,Sabrina,deadlift
1582746085736,2020-02-26T14.41.25.736,43.920,-0.307,-0.827,-0.047,14,Sabrina,deadlift
1582746085894,2020-02-26T14.41.25.894,44.078,-0.265,-0.767,-0.057,14,Sabrina,deadlift
1582746085975,2020-02-26T14.41.25.975,44.159,-0.206,-0.865,-0.031,14,Sabrina,deadlift
1582746086054,2020-02-26T14.41.26.054,44.238,-0.216,-1.031,0.001,14,Sabrina,deadlift
1582746086135,2020-02-26T14.41.26.135,44.319,-0.365,-0.982,0.008,14,Sabrina,deadlift
1582746086214,2020-02-26T14.41.26.214,44.398,-0.413,-0.911,-0.041,14,Sabrina,deadlift
1582746086294,2020-02-26T14.41.26.294,44.478,-0.378,-0.957,-0.062,14,Sabrina,deadlift
1582746086373,2020-02-26T14.41.26.373,44.557,-0.408,-0.942,-0.056,14,Sabrina,deadlift
1582746086612,2020-02-26T14.41.26.612,44.796,-0.429,-0.917,-0.002,14,Sabrina,deadlift
1582746086772,2020-02-26T14.41.26.772,44.956,-0.419,-0.917,-0.029,14,Sabrina,deadlift
1582746087091,2020-02-26T14.41.27.091,45.275,-0.405,-0.903,-0.008,14,Sabrina,deadlift
1582746087170,2020-02-26T14.41.27.170,45.354,-0.384,-0.915,-0.013,14,Sabrina,deadlift
1582746087251,2020-02-26T14.41.27.251,45.435,-0.333,-0.901,-0.016,14,Sabrina,deadlift
1582746087330,2020-02-26T14.41.27.330,45.514,-0.262,-0.780,-0.015,14,Sabrina,deadlift
1582746087409,2020-02-26T14.41.27.409,45.593,-0.284,-0.654,-0.022,14,Sabrina,deadlift
1582746087490,2020-02-26T14.41.27.490,45.674,-0.411,-0.778,-0.025,14,Sabrina,deadlift
1582746087569,2020-02-26T14.41.27.569,45.753,-0.443,-1.004,-0.016,14,Sabrina,deadlift
1582746087649,2020-02-26T14.41.27.649,45.833,-0.337,-1.088,0.008,14,Sabrina,deadlift
1582746087728,2020-02-26T14.41.27.728,45.912,-0.242,-1.040,0.019,14,Sabrina,deadlift
1582746087807,2020-02-26T14.41.27.807,45.991,-0.267,-0.964,0.017,14,Sabrina,deadlift
1582746087888,2020-02-26T14.41.27.888,46.072,-0.112,-0.772,0.018,14,Sabrina,deadlift
1582746087967,2020-02-26T14.41.27.967,46.151,-0.092,-0.728,0.033,14,Sabrina,deadlift
1582746088048,2020-02-26T14.41.28.048,46.232,-0.146,-0.770,0.020,14,Sabrina,deadlift
1582746088127,2020-02-26T14.41.28.127,46.311,-0.546,-1.300,0.111,14,Sabrina,deadlift
1582746088207,2020-02-26T14.41.28.207,46.391,-0.536,-1.344,0.230,14,Sabrina,deadlift
1582746088286,2020-02-26T14.41.28.286,46.470,0.042,0.269,-0.069,14,Sabrina,deadlift
1582746088366,2020-02-26T14.41.28.366,46.550,-0.809,-1.690,-0.034,14,Sabrina,deadlift
1582746088446,2020-02-26T14.41.28.446,46.630,-0.158,-0.442,-0.028,14,Sabrina,deadlift
1582746088525,2020-02-26T14.41.28.525,46.709,-0.172,-1.290,0.089,14,Sabrina,deadlift
1582746088606,2020-02-26T14.41.28.606,46.790,-0.207,-0.706,-0.040,14,Sabrina,deadlift
1582746088765,2020-02-26T14.41.28.765,46.949,-0.129,-0.980,0.061,14,Sabrina,deadlift
1582746088845,2020-02-26T14.41.28.845,47.029,-0.067,-1.053,0.048,14,Sabrina,deadlift
1582746088924,2020-02-26T14.41.28.924,47.108,-0.090,-1.027,0.058,14,Sabrina,deadlift
1582746089164,2020-02-26T14.41.29.164,47.348,-0.090,-1.030,0.001,14,Sabrina,deadlift
1582746089322,2020-02-26T14.41.29.322,47.506,-0.103,-1.025,0.012,14,Sabrina,deadlift
1582746089403,2020-02-26T14.41.29.403,47.587,-0.111,-1.021,0.026,14,Sabrina,deadlift
1582746089482,2020-02-26T14.41.29.482,47.666,-0.119,-1.020,0.032,14,Sabrina,deadlift
1582746089562,2020-02-26T14.41.29.562,47.746,-0.125,-1.020,0.023,14,Sabrina,deadlift
1582746089641,2020-02-26T14.41.29.641,47.825,-0.131,-1.020,0.013,14,Sabrina,deadlift
1582746089721,2020-02-26T14.41.29.721,47.905,-0.139,-1.020,0.009,14,Sabrina,deadlift
1582746089801,2020-02-26T14.41.29.801,47.985,-0.146,-1.018,0.011,14,Sabrina,deadlift
1582746089880,2020-02-26T14.41.29.880,48.064,-0.154,-1.015,0.016,14,Sabrina,deadlift
1582745221826,2020-02-26T14.27.01.826,0.000,0.295,-0.993,0.029,15,Emily,deadlift
1582745229319,2020-02-26T14.27.09.319,7.493,0.297,-0.999,0.030,15,Emily,deadlift
1582745229398,2020-02-26T14.27.09.398,7.572,0.307,-0.993,0.032,15,Emily,deadlift
1582745229478,2020-02-26T14.27.09.478,7.652,0.322,-0.989,0.033,15,Emily,deadlift
1582745229557,2020-02-26T14.27.09.557,7.731,0.332,-0.990,0.029,15,Emily,deadlift
1582745229877,2020-02-26T14.27.09.877,8.051,0.315,-0.998,0.030,15,Emily,deadlift
1582745229956,2020-02-26T14.27.09.956,8.130,0.291,-1.002,0.027,15,Emily,deadlift
1582745230036,2020-02-26T14.27.10.036,8.210,0.278,-1.004,0.033,15,Emily,deadlift
1582745230115,2020-02-26T14.27.10.115,8.289,0.295,-1.003,0.033,15,Emily,deadlift
1582745230195,2020-02-26T14.27.10.195,8.369,0.330,-0.991,0.029,15,Emily,deadlift
1582745230275,2020-02-26T14.27.10.275,8.449,0.369,-0.978,0.031,15,Emily,deadlift
1582745230354,2020-02-26T14.27.10.354,8.528,0.402,-0.965,0.028,15,Emily,deadlift
1582745230435,2020-02-26T14.27.10.435,8.609,0.435,-0.949,0.023,15,Emily,deadlift
1582745230514,2020-02-26T14.27.10.514,8.688,0.472,-0.928,0.030,15,Emily,deadlift
1582745230593,2020-02-26T14.27.10.593,8.767,0.498,-0.920,0.033,15,Emily,deadlift
1582745230674,2020-02-26T14.27.10.674,8.848,0.506,-0.912,0.033,15,Emily,deadlift
1582745230753,2020-02-26T14.27.10.753,8.927,0.512,-0.909,0.033,15,Emily,deadlift
1582745230912,2020-02-26T14.27.10.912,9.086,0.499,-0.920,0.033,15,Emily,deadlift
1582745230991,2020-02-26T14.27.10.991,9.165,0.479,-0.928,0.030,15,Emily,deadlift
1582745231072,2020-02-26T14.27.11.072,9.246,0.465,-0.937,0.030,15,Emily,deadlift
1582745231151,2020-02-26T14.27.11.151,9.325,0.449,-0.945,0.029,15,Emily,deadlift
1582745231232,2020-02-26T14.27.11.232,9.406,0.432,-0.956,0.026,15,Emily,deadlift
1582745231391,2020-02-26T14.27.11.391,9.565,0.435,-0.953,0.040,15,Emily,deadlift
1582745231470,2020-02-26T14.27.11.470,9.644,0.444,-0.958,0.032,15,Emily,deadlift
1582745231630,2020-02-26T14.27.11.630,9.804,0.466,-0.942,0.015,15,Emily,deadlift
1582745231709,2020-02-26T14.27.11.709,9.883,0.472,-0.932,0.025,15,Emily,deadlift
1582745231790,2020-02-26T14.27.11.790,9.964,0.485,-0.928,0.036,15,Emily,deadlift
1582745231948,2020-02-26T14.27.11.948,10.122,0.474,-0.931,0.026,15,Emily,deadlift
1582745232108,2020-02-26T14.27.12.108,10.282,0.455,-0.956,0.026,15,Emily,deadlift
1582745232188,2020-02-26T14.27.12.188,10.362,0.471,-1.000,0.018,15,Emily,deadlift
1582745232267,2020-02-26T14.27.12.267,10.441,0.464,-1.030,0.017,15,Emily,deadlift
1582745232348,2020-02-26T14.27.12.348,10.522,0.451,-1.025,0.020,15,Emily,deadlift
1582745232427,2020-02-26T14.27.12.427,10.601,0.426,-1.016,0.019,15,Emily,deadlift
1582745232506,2020-02-26T14.27.12.506,10.680,0.397,-1.021,0.022,15,Emily,deadlift
1582745232587,2020-02-26T14.27.12.587,10.761,0.416,-1.039,0.016,15,Emily,deadlift
1582745232666,2020-02-26T14.27.12.666,10.840,0.435,-1.044,0.010,15,Emily,deadlift
1582745232746,2020-02-26T14.27.12.746,10.920,0.428,-1.029,0.014,15,Emily,deadlift
1582745232905,2020-02-26T14.27.12.905,11.079,0.435,-0.996,0.018,15,Emily,deadlift
1582745232985,2020-02-26T14.27.12.985,11.159,0.460,-0.972,0.023,15,Emily,deadlift
1582745233064,2020-02-26T14.27.13.064,11.238,0.493,-0.966,0.029,15,Emily,deadlift
1582745233145,2020-02-26T14.27.13.145,11.319,0.524,-0.965,0.033,15,Emily,deadlift
1582745233224,2020-02-26T14.27.13.224,11.398,0.541,-0.957,0.029,15,Emily,deadlift
1582745233303,2020-02-26T14.27.13.303,11.477,0.525,-0.944,0.035,15,Emily,deadlift
1582745233384,2020-02-26T14.27.13.384,11.558,0.459,-0.887,0.038,15,Emily,deadlift
1582745233463,2020-02-26T14.27.13.463,11.637,0.353,-0.728,0.039,15,Emily,deadlift
1582745233543,2020-02-26T14.27.13.543,11.717,0.252,-0.581,0.022,15,Emily,deadlift
1582745233622,2020-02-26T14.27.13.622,11.796,0.242,-0.687,0.019,15,Emily,deadlift
1582745233703,2020-02-26T14.27.13.703,11.877,0.449,-0.926,0.032,15,Emily,deadlift
1582745233782,2020-02-26T14.27.13.782,11.956,0.570,-0.985,0.026,15,Emily,deadlift
1582745233861,2020-02-26T14.27.13.861,12.035,0.482,-0.899,0.020,15,Emily,deadlift
1582745233942,2020-02-26T14.27.13.942,12.116,0.417,-0.833,0.018,15,Emily,deadlift
1582745234021,2020-02-26T14.27.14.021,12.195,0.399,-0.823,0.014,15,Emily,deadlift
1582745234101,2020-02-26T14.27.14.101,12.275,0.350,-0.845,0.014,15,Emily,deadlift
1582745234180,2020-02-26T14.27.14.180,12.354,0.328,-0.880,0.021,15,Emily,deadlift
1582745234260,2020-02-26T14.27.14.260,12.434,0.364,-0.901,0.026,15,Emily,deadlift
1582745234340,2020-02-26T14.27.14.340,12.514,0.408,-0.918,0.019,15,Emily,deadlift
1582745234419,2020-02-26T14.27.14.419,12.593,0.432,-0.922,0.013,15,Emily,deadlift
1582745234500,2020-02-26T14.27.14.500,12.674,0.442,-0.911,0.012,15,Emily,deadlift
1582745234658,2020-02-26T14.27.14.658,12.832,0.492,-0.876,0.016,15,Emily,deadlift
1582745234739,2020-02-26T14.27.14.739,12.913,0.509,-0.876,0.015,15,Emily,deadlift
1582745234898,2020-02-26T14.27.14.898,13.072,0.512,-0.940,-0.001,15,Emily,deadlift
1582745234977,2020-02-26T14.27.14.977,13.151,0.911,-1.694,0.039,15,Emily,deadlift
