epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g),file_num,person,activity
1582744264916,2020-02-26T14.11.04.916,37.683,-1.034,-0.342,-0.004,5,Sabrina,squat
1582744264995,2020-02-26T14.11.04.995,37.762,-1.048,-0.326,-0.010,5,Sabrina,squat
1582744265074,2020-02-26T14.11.05.074,37.841,-1.022,-0.329,0.011,5,Sabrina,squat
1582744265154,2020-02-26T14.11.05.154,37.921,-0.966,-0.329,0.015,5,Sabrina,squat
1582744265233,2020-02-26T14.11.05.233,38.000,-0.885,-0.315,-0.004,5,Sabrina,squat
1582744265313,2020-02-26T14.11.05.313,38.080,-0.796,-0.244,0.011,5,Sabrina,squat
1582744265392,2020-02-26T14.11.05.392,38.159,-0.760,-0.199,0.011,5,Sabrina,squat
1582744265471,2020-02-26T14.11.05.471,38.238,-0.729,-0.164,0.014,5,Sabrina,squat
1582744265551,2020-02-26T14.11.05.551,38.318,-0.769,-0.146,-0.003,5,Sabrina,squat
1582744265630,2020-02-26T14.11.05.630,38.397,-0.925,-0.160,0.007,5,Sabrina,squat
1582744265709,2020-02-26T14.11.05.709,38.476,-0.992,-0.223,0.019,5,Sabrina,squat
1582744265789,2020-02-26T14.11.05.789,38.556,-0.950,-0.243,0.015,5,Sabrina,squat
1582744265868,2020-02-26T14.11.05.868,38.635,-0.980,-0.258,0.029,5,Sabrina,squat
1582744265948,2020-02-26T14.11.05.948,38.715,-1.009,-0.254,0.024,5,Sabrina,squat
1582744266027,2020-02-26T14.11.06.027,38.794,-0.985,-0.221,0.020,5,Sabrina,squat
1582744266106,2020-02-26T14.11.06.106,38.873,-0.919,-0.167,0.020,5,Sabrina,squat
1582744266185,2020-02-26T14.11.06.185,38.952,-0.765,-0.139,0.021,5,Sabrina,squat
1582744266265,2020-02-26T14.11.06.265,39.032,-0.663,-0.163,0.022,5,Sabrina,squat
1582744266344,2020-02-26T14.11.06.344,39.111,-0.693,-0.207,0.019,5,Sabrina,squat
1582744266424,2020-02-26T14.11.06.424,39.191,-0.819,-0.232,0.035,5,Sabrina,squat
1582744266503,2020-02-26T14.11.06.503,39.270,-0.999,-0.272,0.042,5,Sabrina,squat
1582744266582,2020-02-26T14.11.06.582,39.349,-1.021,-0.318,0.039,5,Sabrina,squat
1582744266661,2020-02-26T14.11.06.661,39.428,-0.974,-0.296,0.017,5,Sabrina,squat
1582744266741,2020-02-26T14.11.06.741,39.508,-1.078,-0.344,0.024,5,Sabrina,squat
1582744266821,2020-02-26T14.11.06.821,39.588,-1.135,-0.397,0.070,5,Sabrina,squat
1582744266900,2020-02-26T14.11.06.900,39.667,-1.078,-0.398,0.039,5,Sabrina,squat
1582744266979,2020-02-26T14.11.06.979,39.746,-1.224,-0.403,0.026,5,Sabrina,squat
1582744267058,2020-02-26T14.11.07.058,39.825,-1.471,-0.440,0.002,5,Sabrina,squat
1582744267137,2020-02-26T14.11.07.137,39.904,-1.460,-0.399,0.012,5,Sabrina,squat
1582744267218,2020-02-26T14.11.07.218,39.985,-1.198,-0.396,0.041,5,Sabrina,squat
1582744267297,2020-02-26T14.11.07.297,40.064,-1.053,-0.415,0.034,5,Sabrina,squat
1582744267376,2020-02-26T14.11.07.376,40.143,-1.034,-0.354,0.033,5,Sabrina,squat
1582744267455,2020-02-26T14.11.07.455,40.222,-1.003,-0.302,0.014,5,Sabrina,squat
1582744267534,2020-02-26T14.11.07.534,40.301,-0.946,-0.298,0.018,5,Sabrina,squat
1582744267613,2020-02-26T14.11.07.613,40.380,-0.952,-0.331,0.037,5,Sabrina,squat
1582744267773,2020-02-26T14.11.07.773,40.540,-0.921,-0.286,0.010,5,Sabrina,squat
1582744267852,2020-02-26T14.11.07.852,40.619,-0.846,-0.235,0.011,5,Sabrina,squat
1582744267931,2020-02-26T14.11.07.931,40.698,-0.696,-0.172,0.017,5,Sabrina,squat
1582744268010,2020-02-26T14.11.08.010,40.777,-0.625,-0.150,-0.005,5,Sabrina,squat
1582744268089,2020-02-26T14.11.08.089,40.856,-0.863,-0.227,-0.072,5,Sabrina,squat
1582744268170,2020-02-26T14.11.08.170,40.937,-1.041,-0.275,-0.069,5,Sabrina,squat
1582744268249,2020-02-26T14.11.08.249,41.016,-1.060,-0.264,0.010,5,Sabrina,squat
1582744268328,2020-02-26T14.11.08.328,41.095,-1.008,-0.252,0.024,5,Sabrina,squat
1582744268407,2020-02-26T14.11.08.407,41.174,-0.985,-0.206,0.021,5,Sabrina,squat
1582744268486,2020-02-26T14.11.08.486,41.253,-0.951,-0.233,0.103,5,Sabrina,squat
1582744268565,2020-02-26T14.11.08.565,41.332,-1.014,-0.175,0.200,5,Sabrina,squat
1582744268646,2020-02-26T14.11.08.646,41.413,-0.997,-0.194,0.162,5,Sabrina,squat
1582744268725,2020-02-26T14.11.08.725,41.492,-0.952,-0.181,0.138,5,Sabrina,squat
1582744268804,2020-02-26T14.11.08.804,41.571,-1.034,-0.193,0.120,5,Sabrina,squat
1582744268883,2020-02-26T14.11.08.883,41.650,-1.063,-0.222,0.009,5,Sabrina,squat
1582744268962,2020-02-26T14.11.08.962,41.729,-1.054,-0.274,0.000,5,Sabrina,squat
1582744269041,2020-02-26T14.11.09.041,41.808,-0.978,-0.272,0.013,5,Sabrina,squat
1582744269122,2020-02-26T14.11.09.122,41.889,-0.972,-0.229,-0.067,5,Sabrina,squat
1582744269280,2020-02-26T14.11.09.280,42.047,-0.879,-0.189,-0.030,5,Sabrina,squat
1582744269359,2020-02-26T14.11.09.359,42.126,-0.968,-0.234,-0.031,5,Sabrina,squat
1582744269438,2020-02-26T14.11.09.438,42.205,-1.074,-0.193,0.025,5,Sabrina,squat
1582744269517,2020-02-26T14.11.09.517,42.284,-0.978,-0.233,0.057,5,Sabrina,squat
1582744269677,2020-02-26T14.11.09.677,42.444,-1.035,-0.284,0.041,5,Sabrina,squat
1582744269756,2020-02-26T14.11.09.756,42.523,-1.001,-0.271,0.032,5,Sabrina,squat
1582744269835,2020-02-26T14.11.09.835,42.602,-0.948,-0.245,0.022,5,Sabrina,squat
1582744269914,2020-02-26T14.11.09.914,42.681,-1.000,-0.240,0.011,5,Sabrina,squat
1582744269993,2020-02-26T14.11.09.993,42.760,-1.018,-0.258,0.010,5,Sabrina,squat
1582744270074,2020-02-26T14.11.10.074,42.841,-0.998,-0.275,0.016,5,Sabrina,squat
1582744270153,2020-02-26T14.11.10.153,42.920,-1.014,-0.245,0.021,5,Sabrina,squat
1582744270232,2020-02-26T14.11.10.232,42.999,-0.987,-0.275,0.021,5,Sabrina,squat
1582744270311,2020-02-26T14.11.10.311,43.078,-0.930,-0.291,0.004,5,Sabrina,squat
1582744270390,2020-02-26T14.11.10.390,43.157,-0.902,-0.484,0.038,5,Sabrina,squat
1582744270469,2020-02-26T14.11.10.469,43.236,-1.005,-0.338,0.042,5,Sabrina,squat
1582744270550,2020-02-26T14.11.10.550,43.317,-0.930,-0.286,0.023,5,Sabrina,squat
1582744270629,2020-02-26T14.11.10.629,43.396,-0.837,-0.273,0.026,5,Sabrina,squat
1582744270708,2020-02-26T14.11.10.708,43.475,-0.819,-0.267,0.013,5,Sabrina,squat
1582744270787,2020-02-26T14.11.10.787,43.554,-1.097,-0.526,0.015,5,Sabrina,squat
1582744270866,2020-02-26T14.11.10.866,43.633,-0.958,-0.442,0.020,5,Sabrina,squat
1582744270946,2020-02-26T14.11.10.946,43.713,-0.914,-0.365,-0.003,5,Sabrina,squat
1582744271026,2020-02-26T14.11.11.026,43.793,-1.083,-0.274,0.002,5,Sabrina,squat
1582744271105,2020-02-26T14.11.11.105,43.872,-1.113,-0.313,-0.030,5,Sabrina,squat
1582744271184,2020-02-26T14.11.11.184,43.951,-0.917,-0.411,0.014,5,Sabrina,squat
1582744271263,2020-02-26T14.11.11.263,44.030,-0.952,-0.357,0.010,5,Sabrina,squat
1582744271422,2020-02-26T14.11.11.422,44.189,-0.955,-0.372,0.010,5,Sabrina,squat
1582744271502,2020-02-26T14.11.11.502,44.269,-0.949,-0.379,0.012,5,Sabrina,squat
1582744271581,2020-02-26T14.11.11.581,44.348,-0.956,-0.372,0.010,5,Sabrina,squat
1582744271660,2020-02-26T14.11.11.660,44.427,-0.950,-0.375,0.010,5,Sabrina,squat
1582744271898,2020-02-26T14.11.11.898,44.665,-0.951,-0.377,0.013,5,Sabrina,squat
1582744271978,2020-02-26T14.11.11.978,44.745,-0.960,-0.354,0.008,5,Sabrina,squat
1582744272136,2020-02-26T14.11.12.136,44.903,-0.979,-0.314,0.011,5,Sabrina,squat
1582744272295,2020-02-26T14.11.12.295,45.062,-0.984,-0.286,0.007,5,Sabrina,squat
1582744272374,2020-02-26T14.11.12.374,45.141,-0.979,-0.298,0.009,5,Sabrina,squat
1582744272929,2020-02-26T14.11.12.929,45.696,-0.979,-0.296,0.007,5,Sabrina,squat
1582744273010,2020-02-26T14.11.13.010,45.777,-0.984,-0.291,0.008,5,Sabrina,squat
1582744273089,2020-02-26T14.11.13.089,45.856,-0.979,-0.295,0.007,5,Sabrina,squat
1582745816008,2020-02-26T14.36.56.008,0.000,0.012,-1.025,0.025,6,Sabrina,deadlift
1582745826531,2020-02-26T14.37.06.531,10.523,-0.029,-0.971,0.053,6,Sabrina,deadlift
1582745826610,2020-02-26T14.37.06.610,10.602,0.009,-1.036,0.012,6,Sabrina,deadlift
1582745826690,2020-02-26T14.37.06.690,10.682,0.022,-1.054,0.013,6,Sabrina,deadlift
1582745826770,2020-02-26T14.37.06.770,10.762,0.075,-1.074,0.016,6,Sabrina,deadlift
1582745826849,2020-02-26T14.37.06.849,10.841,0.009,-0.985,0.010,6,Sabrina,deadlift
1582745826930,2020-02-26T14.37.06.930,10.922,0.060,-1.010,0.030,6,Sabrina,deadlift
1582745827009,2020-02-26T14.37.07.009,11.001,0.093,-1.044,0.059,6,Sabrina,deadlift
1582745827089,2020-02-26T14.37.07.089,11.081,0.068,-1.027,0.043,6,Sabrina,deadlift
1582745827169,2020-02-26T14.37.07.169,11.161,0.057,-1.026,0.022,6,Sabrina,deadlift
1582745827328,2020-02-26T14.37.07.328,11.320,0.042,-1.033,0.022,6,Sabrina,deadlift
1582745827407,2020-02-26T14.37.07.407,11.399,0.025,-1.032,0.023,6,Sabrina,deadlift
1582745827488,2020-02-26T14.37.07.488,11.480,0.009,-1.032,0.023,6,Sabrina,deadlift
1582745827567,2020-02-26T14.37.07.567,11.559,-0.002,-1.032,0.023,6,Sabrina,deadlift
1582745827646,2020-02-26T14.37.07.646,11.638,-0.009,-1.032,0.024,6,Sabrina,deadlift
1582745827965,2020-02-26T14.37.07.965,11.957,-0.003,-1.031,0.024,6,Sabrina,deadlift
1582745828046,2020-02-26T14.37.08.046,12.038,0.004,-1.032,0.022,6,Sabrina,deadlift
1582745828604,2020-02-26T14.37.08.604,12.596,0.016,-1.032,0.021,6,Sabrina,deadlift
1582745829480,2020-02-26T14.37.09.480,13.472,0.007,-1.029,0.026,6,Sabrina,deadlift
1582745829561,2020-02-26T14.37.09.561,13.553,0.017,-1.037,0.020,6,Sabrina,deadlift
1582745829640,2020-02-26T14.37.09.640,13.632,0.035,-1.033,0.019,6,Sabrina,deadlift
1582745829719,2020-02-26T14.37.09.719,13.711,0.057,-1.029,0.025,6,Sabrina,deadlift
1582745829799,2020-02-26T14.37.09.799,13.791,0.072,-1.039,0.023,6,Sabrina,deadlift
1582745829879,2020-02-26T14.37.09.879,13.871,0.116,-1.030,0.023,6,Sabrina,deadlift
1582745829959,2020-02-26T14.37.09.959,13.951,0.154,-1.016,0.019,6,Sabrina,deadlift
1582745830198,2020-02-26T14.37.10.198,14.190,0.170,-1.039,0.022,6,Sabrina,deadlift
1582745830277,2020-02-26T14.37.10.277,14.269,0.219,-1.057,0.009,6,Sabrina,deadlift
1582745830358,2020-02-26T14.37.10.358,14.350,0.208,-1.091,0.020,6,Sabrina,deadlift
1582745830437,2020-02-26T14.37.10.437,14.429,0.188,-1.087,0.016,6,Sabrina,deadlift
1582745830517,2020-02-26T14.37.10.517,14.509,0.206,-1.092,0.025,6,Sabrina,deadlift
1582745830596,2020-02-26T14.37.10.596,14.588,0.239,-1.091,0.016,6,Sabrina,deadlift
1582745830677,2020-02-26T14.37.10.677,14.669,0.229,-1.067,-0.001,6,Sabrina,deadlift
1582745830756,2020-02-26T14.37.10.756,14.748,0.213,-1.061,-0.008,6,Sabrina,deadlift
1582745830835,2020-02-26T14.37.10.835,14.827,0.225,-1.060,-0.006,6,Sabrina,deadlift
1582745830995,2020-02-26T14.37.10.995,14.987,0.182,-1.050,0.002,6,Sabrina,deadlift
1582745831075,2020-02-26T14.37.11.075,15.067,0.192,-1.044,0.010,6,Sabrina,deadlift
1582745831154,2020-02-26T14.37.11.154,15.146,0.272,-1.071,0.013,6,Sabrina,deadlift
1582745831234,2020-02-26T14.37.11.234,15.226,0.320,-1.072,0.012,6,Sabrina,deadlift
1582745831393,2020-02-26T14.37.11.393,15.385,0.302,-1.014,-0.008,6,Sabrina,deadlift
1582745831474,2020-02-26T14.37.11.474,15.466,0.272,-0.914,-0.018,6,Sabrina,deadlift
1582745831553,2020-02-26T14.37.11.553,15.545,0.185,-0.685,-0.011,6,Sabrina,deadlift
1582745831633,2020-02-26T14.37.11.633,15.625,0.256,-0.573,0.006,6,Sabrina,deadlift
1582745831713,2020-02-26T14.37.11.713,15.705,0.488,-0.774,0.004,6,Sabrina,deadlift
1582745831792,2020-02-26T14.37.11.792,15.784,0.452,-1.084,0.011,6,Sabrina,deadlift
1582745831872,2020-02-26T14.37.11.872,15.864,0.323,-1.160,-0.004,6,Sabrina,deadlift
1582745832032,2020-02-26T14.37.12.032,16.024,0.390,-0.839,-0.034,6,Sabrina,deadlift
1582745832111,2020-02-26T14.37.12.111,16.103,0.411,-0.764,-0.009,6,Sabrina,deadlift
1582745832192,2020-02-26T14.37.12.192,16.184,0.307,-0.741,0.010,6,Sabrina,deadlift
1582745832271,2020-02-26T14.37.12.271,16.263,0.136,-0.817,0.011,6,Sabrina,deadlift
1582745832350,2020-02-26T14.37.12.350,16.342,0.068,-1.006,0.005,6,Sabrina,deadlift
1582745832430,2020-02-26T14.37.12.430,16.422,0.221,-1.048,0.001,6,Sabrina,deadlift
1582745832509,2020-02-26T14.37.12.509,16.501,0.415,-1.094,0.006,6,Sabrina,deadlift
1582745832590,2020-02-26T14.37.12.590,16.582,0.527,-1.038,0.014,6,Sabrina,deadlift
1582745832669,2020-02-26T14.37.12.669,16.661,0.545,-0.757,0.009,6,Sabrina,deadlift
1582745832750,2020-02-26T14.37.12.750,16.742,0.398,-0.583,0.005,6,Sabrina,deadlift
1582745832829,2020-02-26T14.37.12.829,16.821,0.217,-0.458,-0.003,6,Sabrina,deadlift
1582745832908,2020-02-26T14.37.12.908,16.900,0.535,-1.701,0.121,6,Sabrina,deadlift
1582745832988,2020-02-26T14.37.12.988,16.980,0.007,-0.435,-0.002,6,Sabrina,deadlift
1582745833068,2020-02-26T14.37.13.068,17.060,0.139,-0.433,-0.014,6,Sabrina,deadlift
1582745833148,2020-02-26T14.37.13.148,17.140,0.264,-1.323,0.049,6,Sabrina,deadlift
1582745833227,2020-02-26T14.37.13.227,17.219,0.238,-1.037,-0.016,6,Sabrina,deadlift
1582745833308,2020-02-26T14.37.13.308,17.300,0.248,-1.025,0.034,6,Sabrina,deadlift
1582745833387,2020-02-26T14.37.13.387,17.379,0.237,-1.015,0.020,6,Sabrina,deadlift
1582745833466,2020-02-26T14.37.13.466,17.458,0.252,-1.005,0.032,6,Sabrina,deadlift
1582745833626,2020-02-26T14.37.13.626,17.618,0.255,-1.009,0.029,6,Sabrina,deadlift
1582745833706,2020-02-26T14.37.13.706,17.698,0.264,-1.006,0.023,6,Sabrina,deadlift
1582745833864,2020-02-26T14.37.13.864,17.856,0.274,-1.004,0.030,6,Sabrina,deadlift
1582745833945,2020-02-26T14.37.13.945,17.937,0.284,-1.003,0.028,6,Sabrina,deadlift
1582745834024,2020-02-26T14.37.14.024,18.016,0.275,-1.011,0.035,6,Sabrina,deadlift
1582745834105,2020-02-26T14.37.14.105,18.097,0.281,-0.995,0.037,6,Sabrina,deadlift
1582745834184,2020-02-26T14.37.14.184,18.176,0.294,-1.003,0.015,6,Sabrina,deadlift
1582745834264,2020-02-26T14.37.14.264,18.256,0.300,-0.998,0.024,6,Sabrina,deadlift
1582745834343,2020-02-26T14.37.14.343,18.335,0.313,-0.996,0.027,6,Sabrina,deadlift
1582745834423,2020-02-26T14.37.14.423,18.415,0.329,-1.002,0.027,6,Sabrina,deadlift
1582745834503,2020-02-26T14.37.14.503,18.495,0.341,-1.003,0.024,6,Sabrina,deadlift
1582745834582,2020-02-26T14.37.14.582,18.574,0.323,-1.001,0.013,6,Sabrina,deadlift
1582745834663,2020-02-26T14.37.14.663,18.655,0.345,-1.049,0.013,6,Sabrina,deadlift
1582745834902,2020-02-26T14.37.14.902,18.894,0.331,-1.037,0.002,6,Sabrina,deadlift
1582745834981,2020-02-26T14.37.14.981,18.973,0.338,-1.034,0.000,6,Sabrina,deadlift
1582745835061,2020-02-26T14.37.15.061,19.053,0.349,-1.021,0.003,6,Sabrina,deadlift
1582745835140,2020-02-26T14.37.15.140,19.132,0.356,-1.009,0.010,6,Sabrina,deadlift
1582745835221,2020-02-26T14.37.15.221,19.213,0.361,-1.010,0.019,6,Sabrina,deadlift
1582745835381,2020-02-26T14.37.15.381,19.373,0.342,-1.012,0.015,6,Sabrina,deadlift
1582745835460,2020-02-26T14.37.15.460,19.452,0.335,-1.020,0.015,6,Sabrina,deadlift
1582745835539,2020-02-26T14.37.15.539,19.531,0.382,-1.022,0.016,6,Sabrina,deadlift
1582745835619,2020-02-26T14.37.15.619,19.611,0.405,-1.021,0.014,6,Sabrina,deadlift
1582745835698,2020-02-26T14.37.15.698,19.690,0.415,-1.009,0.006,6,Sabrina,deadlift
1582745835779,2020-02-26T14.37.15.779,19.771,0.383,-0.993,-0.003,6,Sabrina,deadlift
1582745835858,2020-02-26T14.37.15.858,19.850,0.346,-0.956,-0.006,6,Sabrina,deadlift
1582745835937,2020-02-26T14.37.15.937,19.929,0.353,-0.872,0.001,6,Sabrina,deadlift
1582745836018,2020-02-26T14.37.16.018,20.010,0.295,-0.718,0.001,6,Sabrina,deadlift
1582745836097,2020-02-26T14.37.16.097,20.089,0.285,-0.658,0.001,6,Sabrina,deadlift
1582745836177,2020-02-26T14.37.16.177,20.169,0.444,-0.869,-0.002,6,Sabrina,deadlift
1582745836256,2020-02-26T14.37.16.256,20.248,0.419,-1.117,-0.009,6,Sabrina,deadlift
1582745836337,2020-02-26T14.37.16.337,20.329,0.279,-1.112,-0.017,6,Sabrina,deadlift
1582745836495,2020-02-26T14.37.16.495,20.487,0.348,-0.858,0.002,6,Sabrina,deadlift
1582745836576,2020-02-26T14.37.16.576,20.568,0.354,-0.772,0.016,6,Sabrina,deadlift
1582745836655,2020-02-26T14.37.16.655,20.647,0.216,-0.629,0.012,6,Sabrina,deadlift
1582745836735,2020-02-26T14.37.16.735,20.727,0.021,-0.794,0.007,6,Sabrina,deadlift
1582745836815,2020-02-26T14.37.16.815,20.807,-0.039,-1.139,0.020,6,Sabrina,deadlift
1582745836895,2020-02-26T14.37.16.895,20.887,0.174,-1.086,0.007,6,Sabrina,deadlift
1582745836974,2020-02-26T14.37.16.974,20.966,0.295,-1.177,0.023,6,Sabrina,deadlift
1582745837053,2020-02-26T14.37.17.053,21.045,0.370,-1.035,0.016,6,Sabrina,deadlift
1582745837134,2020-02-26T14.37.17.134,21.126,0.411,-0.846,0.012,6,Sabrina,deadlift
1582745837213,2020-02-26T14.37.17.213,21.205,0.262,-0.645,-0.005,6,Sabrina,deadlift
1582745837294,2020-02-26T14.37.17.294,21.286,0.109,-0.453,-0.012,6,Sabrina,deadlift
1582745837373,2020-02-26T14.37.17.373,21.365,-0.243,-2.144,-0.113,6,Sabrina,deadlift
1582745837452,2020-02-26T14.37.17.452,21.444,-0.077,-0.275,-0.017,6,Sabrina,deadlift
1582745837532,2020-02-26T14.37.17.532,21.524,0.044,-0.699,0.027,6,Sabrina,deadlift
1582745837611,2020-02-26T14.37.17.611,21.603,-0.062,-1.333,0.007,6,Sabrina,deadlift
1582745837692,2020-02-26T14.37.17.692,21.684,-0.202,-0.814,0.067,6,Sabrina,deadlift
1582745837771,2020-02-26T14.37.17.771,21.763,0.015,-0.979,0.012,6,Sabrina,deadlift
1582745837852,2020-02-26T14.37.17.852,21.844,-0.011,-1.072,0.021,6,Sabrina,deadlift
1582745837931,2020-02-26T14.37.17.931,21.923,-0.029,-1.032,0.025,6,Sabrina,deadlift
1582745838010,2020-02-26T14.37.18.010,22.002,-0.002,-1.029,0.025,6,Sabrina,deadlift
1582745838090,2020-02-26T14.37.18.090,22.082,0.010,-1.033,0.026,6,Sabrina,deadlift
1582745838170,2020-02-26T14.37.18.170,22.162,0.024,-1.033,0.025,6,Sabrina,deadlift
1582745838250,2020-02-26T14.37.18.250,22.242,0.035,-1.032,0.021,6,Sabrina,deadlift
1582745838329,2020-02-26T14.37.18.329,22.321,0.044,-1.031,0.022,6,Sabrina,deadlift
1582745838410,2020-02-26T14.37.18.410,22.402,0.054,-1.032,0.021,6,Sabrina,deadlift
1582745838568,2020-02-26T14.37.18.568,22.560,0.062,-1.031,0.021,6,Sabrina,deadlift
1582745838808,2020-02-26T14.37.18.808,22.800,0.048,-1.052,0.025,6,Sabrina,deadlift
1582745839047,2020-02-26T14.37.19.047,23.039,0.071,-1.037,0.014,6,Sabrina,deadlift
1582745839126,2020-02-26T14.37.19.126,23.118,0.082,-1.026,0.021,6,Sabrina,deadlift
1582745839286,2020-02-26T14.37.19.286,23.278,0.078,-1.033,0.022,6,Sabrina,deadlift
1582745839366,2020-02-26T14.37.19.366,23.358,0.070,-1.041,0.020,6,Sabrina,deadlift
1582745839525,2020-02-26T14.37.19.525,23.517,0.083,-1.040,0.018,6,Sabrina,deadlift
1582745839684,2020-02-26T14.37.19.684,23.676,0.118,-1.080,0.011,6,Sabrina,deadlift
1582745839765,2020-02-26T14.37.19.765,23.757,0.105,-1.088,0.017,6,Sabrina,deadlift
1582745839844,2020-02-26T14.37.19.844,23.836,0.124,-1.099,0.016,6,Sabrina,deadlift
1582745839923,2020-02-26T14.37.19.923,23.915,0.131,-1.077,0.007,6,Sabrina,deadlift
1582745840004,2020-02-26T14.37.20.004,23.996,0.117,-1.051,-0.005,6,Sabrina,deadlift
1582745840083,2020-02-26T14.37.20.083,24.075,0.103,-1.030,-0.007,6,Sabrina,deadlift
1582745840163,2020-02-26T14.37.20.163,24.155,0.119,-1.036,-0.010,6,Sabrina,deadlift
1582745840242,2020-02-26T14.37.20.242,24.234,0.134,-1.041,-0.009,6,Sabrina,deadlift
1582745840562,2020-02-26T14.37.20.562,24.554,0.100,-1.028,0.011,6,Sabrina,deadlift
1582745840641,2020-02-26T14.37.20.641,24.633,0.134,-1.061,0.012,6,Sabrina,deadlift
1582745840721,2020-02-26T14.37.20.721,24.713,0.179,-1.067,0.007,6,Sabrina,deadlift
1582745840800,2020-02-26T14.37.20.800,24.792,0.211,-1.069,0.004,6,Sabrina,deadlift
1582745840880,2020-02-26T14.37.20.880,24.872,0.244,-1.078,-0.004,6,Sabrina,deadlift
1582745840960,2020-02-26T14.37.20.960,24.952,0.235,-1.083,-0.018,6,Sabrina,deadlift
1582745841039,2020-02-26T14.37.21.039,25.031,0.192,-1.070,-0.042,6,Sabrina,deadlift
1582745841199,2020-02-26T14.37.21.199,25.191,0.174,-0.964,0.002,6,Sabrina,deadlift
1582745841278,2020-02-26T14.37.21.278,25.270,0.107,-0.802,0.005,6,Sabrina,deadlift
1582745841438,2020-02-26T14.37.21.438,25.430,0.235,-0.866,-0.000,6,Sabrina,deadlift
1582745841518,2020-02-26T14.37.21.518,25.510,0.262,-1.074,-0.035,6,Sabrina,deadlift
1582745841597,2020-02-26T14.37.21.597,25.589,0.119,-1.100,-0.040,6,Sabrina,deadlift
1582745841678,2020-02-26T14.37.21.678,25.670,0.064,-1.034,-0.000,6,Sabrina,deadlift
1582745841757,2020-02-26T14.37.21.757,25.749,0.100,-1.024,0.021,6,Sabrina,deadlift
1582745841836,2020-02-26T14.37.21.836,25.828,0.087,-1.036,0.015,6,Sabrina,deadlift
1582745841996,2020-02-26T14.37.21.996,25.988,0.079,-1.052,-0.002,6,Sabrina,deadlift
1582745842235,2020-02-26T14.37.22.235,26.227,0.071,-1.020,0.026,6,Sabrina,deadlift
1582745842394,2020-02-26T14.37.22.394,26.386,0.166,-0.975,0.009,6,Sabrina,deadlift
1582745842475,2020-02-26T14.37.22.475,26.467,0.202,-0.833,0.018,6,Sabrina,deadlift
1582745842554,2020-02-26T14.37.22.554,26.546,0.082,-0.725,0.011,6,Sabrina,deadlift
1582745842633,2020-02-26T14.37.22.633,26.625,-0.083,-0.786,0.008,6,Sabrina,deadlift
1582745842714,2020-02-26T14.37.22.714,26.706,-0.163,-0.960,0.016,6,Sabrina,deadlift
1582745842793,2020-02-26T14.37.22.793,26.785,-0.089,-1.051,0.021,6,Sabrina,deadlift
1582745842873,2020-02-26T14.37.22.873,26.865,0.064,-1.163,0.029,6,Sabrina,deadlift
1582745842952,2020-02-26T14.37.22.952,26.944,0.264,-1.049,0.024,6,Sabrina,deadlift
1582745843033,2020-02-26T14.37.23.033,27.025,0.358,-0.874,0.015,6,Sabrina,deadlift
1582745843112,2020-02-26T14.37.23.112,27.104,0.233,-0.633,-0.000,6,Sabrina,deadlift
1582745843191,2020-02-26T14.37.23.191,27.183,0.066,-0.376,0.010,6,Sabrina,deadlift
1582745843272,2020-02-26T14.37.23.272,27.264,-0.523,-1.945,0.080,6,Sabrina,deadlift
1582745843351,2020-02-26T14.37.23.351,27.343,-0.039,0.064,0.001,6,Sabrina,deadlift
1582745843431,2020-02-26T14.37.23.431,27.423,0.208,-1.175,0.055,6,Sabrina,deadlift
1582745843510,2020-02-26T14.37.23.510,27.502,-0.086,-0.870,0.016,6,Sabrina,deadlift
1582745843591,2020-02-26T14.37.23.591,27.583,-0.437,-1.285,-0.075,6,Sabrina,deadlift
1582745843670,2020-02-26T14.37.23.670,27.662,0.167,-0.936,0.049,6,Sabrina,deadlift
1582745843749,2020-02-26T14.37.23.749,27.741,0.014,-0.995,0.059,6,Sabrina,deadlift
1582745843830,2020-02-26T14.37.23.830,27.822,-0.050,-1.036,0.056,6,Sabrina,deadlift
1582745843909,2020-02-26T14.37.23.909,27.901,0.152,-0.988,0.037,6,Sabrina,deadlift
1582745843989,2020-02-26T14.37.23.989,27.981,0.105,-1.033,0.042,6,Sabrina,deadlift
1582745844068,2020-02-26T14.37.24.068,28.060,0.059,-1.035,0.029,6,Sabrina,deadlift
1582745844148,2020-02-26T14.37.24.148,28.140,0.041,-1.033,0.009,6,Sabrina,deadlift
1582745844228,2020-02-26T14.37.24.228,28.220,0.021,-1.034,0.016,6,Sabrina,deadlift
